Database,Version,Table,Year,Flow,Satellite account,Unit,Region,Sector,Item,Value
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,COG,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,COL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,CRI,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,CUB,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,CYP,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,CZE,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,DEU,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,DJI,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,DYE,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,DNK,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,DOM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,DZA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ECU,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,EGY,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ERI,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ESP,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,EST,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ETH,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,FIN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,FRA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GAB,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GBR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GEO,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GHA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GIN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GMB,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GNQ,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GRC,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,GTM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,HND,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,HKG,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,HRV,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,HTI,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,HUN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,IDN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,IND,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,IRL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,IRN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,IRQ,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ISL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ISR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ITA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,JAM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,JOR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,JPN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,KAZ,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,KEN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,KGZ,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,KHM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,KOR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,KWT,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LAO,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LBN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LBR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LBY,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LKA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LTU,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LUX,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,LVA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MAR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MDA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MDG,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MEX,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MKD,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MLI,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MLT,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MMR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MNG,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MOZ,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MRT,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MWI,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,MYS,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NAM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NER,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NGA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NIC,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NLD,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NOR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NPL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,NZL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,OMN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PAK,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PSE,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PAN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PER,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PHL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PNG,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,POL,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PRK,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PRT,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,PRY,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,QAT,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ROU,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,RUS,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,RWA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SAU,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SDS,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SEN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SGP,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SLE,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SLV,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SOM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SRB,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SDN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SVK,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SVN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SWE,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,SYR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TCD,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TGO,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,THA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TJK,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TKM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TUN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TUR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,TZA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,UGA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,UKR,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,URY,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,USA,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,UZB,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,VEN,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,VNM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,YEM,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ZAF,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ZMB,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Intensity,GHG,kg CO2eq/current 000 US$,ZWE,Commodity,"Electric power generation, transmission and distribution",0.0
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,XAM,Commodity,"Electric power generation, transmission and distribution",0.02061194551805986
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,XEU,Commodity,"Electric power generation, transmission and distribution",0.0005141324926351089
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,XAF,Commodity,"Electric power generation, transmission and distribution",0.03353997771112498
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,XAS,Commodity,"Electric power generation, transmission and distribution",0.005440879479180578
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,AFG,Commodity,"Electric power generation, transmission and distribution",0.07450763997977027
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,AGO,Commodity,"Electric power generation, transmission and distribution",0.004591594065957373
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,ALB,Commodity,"Electric power generation, transmission and distribution",0.0001755370720515188
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,ARE,Commodity,"Electric power generation, transmission and distribution",0.0033367453543050674
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,ARG,Commodity,"Electric power generation, transmission and distribution",0.004444453122039508
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,ARM,Commodity,"Electric power generation, transmission and distribution",0.0043629489587965736
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,AUS,Commodity,"Electric power generation, transmission and distribution",0.004917451352577809
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,AUT,Commodity,"Electric power generation, transmission and distribution",0.0013438638775177846
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,AZE,Commodity,"Electric power generation, transmission and distribution",0.009446058879542429
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BDI,Commodity,"Electric power generation, transmission and distribution",0.01688941764529016
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BEL,Commodity,"Electric power generation, transmission and distribution",0.0011888245751755138
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BEN,Commodity,"Electric power generation, transmission and distribution",0.011649804658099755
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BFA,Commodity,"Electric power generation, transmission and distribution",0.004439747177672096
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BGD,Commodity,"Electric power generation, transmission and distribution",0.008240126451147576
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BGR,Commodity,"Electric power generation, transmission and distribution",0.0052022310887210295
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BHR,Commodity,"Electric power generation, transmission and distribution",0.05584100778041963
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BHS,Commodity,"Electric power generation, transmission and distribution",0.01319496990280938
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BIH,Commodity,"Electric power generation, transmission and distribution",0.013171636584071524
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BLR,Commodity,"Electric power generation, transmission and distribution",0.009012340727224366
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BLZ,Commodity,"Electric power generation, transmission and distribution",0.009691877004103051
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BOL,Commodity,"Electric power generation, transmission and distribution",0.004927322479437749
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BRA,Commodity,"Electric power generation, transmission and distribution",0.0022582839891236773
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BRN,Commodity,"Electric power generation, transmission and distribution",0.02728200218376068
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BTN,Commodity,"Electric power generation, transmission and distribution",0.0042855937268771425
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,BWA,Commodity,"Electric power generation, transmission and distribution",0.021230547326007206
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,CAF,Commodity,"Electric power generation, transmission and distribution",0.01259684806703543
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,CAN,Commodity,"Electric power generation, transmission and distribution",0.0019385263377654583
GLORIA,0.60,SUT,2023,Footprint,GHG,kg CO2eq/current 000 US$,CHE,Commodity,"Electric power generation, transmission and distribution",0.00021887218045409847
